delta_accuracy,delta_f1,delta_balanced_accuracy,model,color,method_a,method_b
0.03768844221105527,0.021984489682869424,0.020996640537513933,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.025445292620865145,0.019074868860276595,0.016666666666666607,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04081632653061229,0.047996272134203155,0.03741496598639449,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.037135278514588865,0.023958333333333304,0.022370766488413518,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.05940594059405946,0.07637428792208023,0.05596675756395275,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03658536585365857,0.028296547821165807,0.022189349112426093,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.022959183673469385,0.00930244220450327,0.013993370802709237,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.041131105398457546,0.04632448890822105,0.03091257401602232,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.036945812807881784,0.0380023410066328,0.027851807982101184,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03856041131105403,0.04413520523693848,0.029256050605060535,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03389830508474578,0.030875535729904646,0.015827922077922052,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03608247422680411,0.03337685190441053,0.024822695035460862,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03508771929824561,0.03312923359067649,0.02114803625377637,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.020565552699228773,0.023602484472049712,0.017129532225261257,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.043256997455470736,0.03980572273255195,0.03222068488412311,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.031862745098039214,0.030510545267489753,0.022184300341296925,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
