segmentation_method,model,region,color,n_samples,n_patients,accuracy,precision,recall,f1,balanced_accuracy,TN,FP,FN,TP
tip_middle_root_1_2_2,CNN,舌左邊,暗紅,81,81,0.49382716049382713,0.23076923076923078,0.45,0.3050847457627119,0.47909836065573774,31,30,11,9
tip_middle_root_1_2_2,CNN,舌左邊,青紫,71,71,0.8169014084507042,0.3333333333333333,0.3,0.3157894736842105,0.6008196721311475,55,6,7,3
tip_middle_root_1_2_2,CNN,舌右邊,淡紅,83,83,0.6626506024096386,0.3181818181818182,0.35,0.3333333333333333,0.555952380952381,48,15,13,7
tip_middle_root_1_2_2,CNN,舌右邊,淡白,93,93,0.7849462365591398,0.05555555555555555,0.25,0.09090909090909091,0.5294943820224719,72,17,3,1
tip_middle_root_1_2_2,CNN,舌右邊,鮮紅,73,73,0.5753424657534246,0.45454545454545453,0.9615384615384616,0.6172839506172839,0.661620294599018,17,30,1,25
tip_middle_root_1_2_2,CNN,舌右邊,暗紅,81,81,0.5679012345679012,0.3541666666666667,0.8095238095238095,0.4927536231884058,0.6464285714285715,29,31,4,17
tip_middle_root_1_2_2,CNN,舌右邊,青紫,71,71,0.7183098591549296,0.0,0.0,0.0,0.425,51,9,11,0
tip_middle_root_1_2_2,CNN,舌根,淡紅,78,78,0.41025641025641024,0.2786885245901639,0.8947368421052632,0.425,0.5744870651204281,15,44,2,17
tip_middle_root_1_2_2,CNN,舌根,淡白,95,95,0.6947368421052632,0.03571428571428571,0.3333333333333333,0.06451612903225806,0.519927536231884,65,27,2,1
tip_middle_root_1_2_2,CNN,舌根,鮮紅,63,63,0.8571428571428571,0.5714285714285714,0.4,0.47058823529411764,0.6716981132075472,50,3,6,4
tip_middle_root_1_2_2,CNN,舌根,暗紅,73,73,0.6712328767123288,0.3,0.15,0.2,0.5089622641509434,46,7,17,3
tip_middle_root_1_2_2,CNN,舌根,青紫,97,97,0.9690721649484536,0.0,0.0,0.0,0.5,94,0,3,0
tip_middle_root_1_3_1,SVM,舌尖,淡紅,77,77,0.7142857142857143,0.4444444444444444,0.631578947368421,0.5217391304347826,0.6864791288566243,43,15,7,12
tip_middle_root_1_3_1,SVM,舌尖,淡白,94,94,0.9361702127659575,0.25,1.0,0.4,0.9673913043478262,86,6,0,2
tip_middle_root_1_3_1,SVM,舌尖,鮮紅,72,72,0.7222222222222222,0.6111111111111112,0.7857142857142857,0.6875,0.7337662337662337,30,14,6,22
tip_middle_root_1_3_1,SVM,舌尖,暗紅,81,81,0.691358024691358,0.21052631578947367,0.2857142857142857,0.24242424242424243,0.5309168443496801,52,15,10,4
tip_middle_root_1_3_1,SVM,舌尖,青紫,79,79,0.6582278481012658,0.25925925925925924,0.5,0.34146341463414637,0.5961538461538461,45,20,7,7
tip_middle_root_1_3_1,SVM,舌中,淡紅,74,74,0.7567567567567568,0.52,0.6842105263157895,0.5909090909090909,0.7330143540669857,43,12,6,13
tip_middle_root_1_3_1,SVM,舌中,淡白,95,95,0.8210526315789474,0.1111111111111111,0.6666666666666666,0.19047619047619047,0.7463768115942029,76,16,1,2
