delta_accuracy,delta_f1,delta_balanced_accuracy,model,color,method_a,method_b
0.039024390243902474,0.033809038396194424,0.03940346864875166,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.011428571428571455,-0.027186761229314405,-0.011167711598746077,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02604166666666674,0.0227936879018118,0.024107142857142883,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.004950495049504955,-0.006362764752026462,-0.005414746543778826,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01851851851851849,0.002576669934182929,0.011761561079925098,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.025380710659898553,0.026174730247128464,0.026333789329685442,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02970297029702973,0.007659574468085073,0.015433070866141652,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009803921568627416,-0.03496772538793658,-0.02393307211691198,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.005154639175257714,-0.0480371252978804,-0.0362433862433863,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.020378143723316477,-0.015252206122671419,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009345794392523366,-0.02733686067019403,-0.01753731343283582,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01630434782608703,-0.03756613756613758,-0.02761380034107308,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.07339449541284404,0.12309473278024308,0.10232067510548526,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01492537313432829,0.018554185927067257,0.016396802623488416,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009756097560975618,-0.049515845070422504,-0.05129434324065196,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.014894172981447573,-0.012073863636363646,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.015544041450777146,-0.030259125104485918,-0.020331815224463146,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.031178160919540177,-0.0258985200845665,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.014778325123152691,0.01065162907268169,0.011278195488721776,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04950495049504955,0.05912565695174388,0.058008658008658065,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.014903038631852272,-0.009892994144962586,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.01726190476190481,-0.011517615176151574,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01941747572815533,-0.05658589413835119,-0.03724696356275303,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.010526315789473717,0.0028272547356517075,0.004307692307692235,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.010204081632653073,-0.04453770136726687,-0.042228885557221374,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02083333333333326,-0.037940610980559675,-0.030303030303030276,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.030456852791878264,-0.03769992383853771,-0.03296703296703307,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03980099502487566,0.04571428571428571,0.042315789473684084,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03431372549019618,0.017485539525297522,0.020432286389733267,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.004901960784313708,0.0032467532467531646,0.0040000000000000036,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009615384615384581,-0.03745318352059923,-0.022668579626972774,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009569377990430561,-0.03260869565217395,-0.019622093023255793,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.017142857142857126,-0.008410428931875602,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.06161137440758291,0.05131845841784988,0.05367805111058033,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.012501953430223478,-0.011092246745896928,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.0091324200913242,-0.025287356321839094,-0.021860019175455436,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01904761904761909,0.00012490241998441842,0.009230164964650456,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02941176470588236,0.029383659818442487,0.028898128898128927,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.01851851851851849,-0.0033294163728946335,-0.006829494154416138,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.004950495049504955,-0.006262042389210021,-0.003214558134466583,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03703703703703709,0.03439597315436238,0.031966001478196615,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.033175355450236976,0.022666331489860858,0.030960174577195798,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0639269406392694,0.08664180741390659,0.07057005494505486,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0531400966183575,0.045334551731140205,0.05037746806039489,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.005376344086021501,0.003937007874015741,0.0037878787878788955,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0547945205479452,0.0580970790378007,0.05441919191919187,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01005025125628134,-0.01816239316239321,-0.00944635279854511,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.059113300492610876,-0.11303870668186233,-0.09225577671013496,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.010638297872340385,-0.02078853046594986,-0.011668743627506473,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.02735174811666985,-0.012333657903278117,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.023809523809523836,-0.08083042627414283,-0.06518868962482127,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02392344497607657,0.015531660692950977,0.013403263403263477,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02083333333333326,-0.06606632989237865,-0.04798818752307121,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.00990099009900991,-0.008791832104367514,-0.003869541182974001,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.01904761904761898,-0.04508977361436378,-0.033187599364069786,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0,-0.0030794312109410082,-0.00227591036414565,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0092592592592593,-0.03263019116677646,-0.029487179487179382,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.014563106796116498,-0.03229022856266295,-0.022849872773536894,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.019323671497584627,0.038929133858267684,0.027641824249165836,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.014150943396226467,-0.025560953041869006,-0.0210622710622711,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.04419889502762431,-0.07188796056981428,-0.060696095076400614,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02777777777777779,0.034223462202736754,0.030345925860390977,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.034653465346534684,0.02036363636363636,0.022435897435897467,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.0050761421319796,-0.018477457501847705,-0.01875800256081961,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.005291005291005346,-0.001536098310291778,0.0034098658786086977,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.029556650246305383,0.019207683073229287,0.020689655172413834,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.021276595744680882,0.009867935119803883,0.01689814814814805,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.014925373134328401,0.0077524651479088935,0.010489510489510523,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.024390243902439046,-0.05446173388377262,-0.031906689801426635,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.005076142131979711,-0.014221556886227504,-0.005654632448890862,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.010582010582010581,0.007506450856204494,0.008264462809917328,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.04102564102564099,0.06275303643724695,0.05085714285714282,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.03208556149732622,0.020693153000845288,0.02678571428571419,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02857142857142858,-0.06385332701122182,-0.04711538461538456,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02564102564102566,0.03296373988612522,0.026779422128259234,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02985074626865669,-0.05757745903731304,-0.04761904761904756,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.02970297029702973,0.001293103448275934,0.005727119595732799,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.009615384615384581,-0.03327691374189634,-0.03230576726197254,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.015075376884422176,-0.031974921630093966,-0.023213543830494454,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.015706806282722474,0.017760982522437407,0.01552720269619634,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.02010050251256279,-0.03662040081686335,-0.028829696191698728,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.015384615384615441,-0.040518762949888765,-0.02686864219371965,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
0.014354066985645897,0.005124162396531351,0.00825870646766158,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
-0.014423076923076983,-0.05094905094905089,-0.04377160700345706,SVM,淡紅,tip_middle_root_1_2_2,tip_middle_root_1_3_1
