segmentation_method,model,color,region,n_patients,n_samples,positive,negative,positive_rate,evaluable_binary,accuracy,precision,recall,f1,balanced_accuracy,TN,FP,FN,TP
tip_middle_root_1_2_2,SVM,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.7441860465116279,0.2,0.4,0.26666666666666666,0.5947368421052632,30,8,3,2
tip_middle_root_1_2_2,SVM,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.6956521739130435,0.375,0.25,0.3,0.5514705882352942,29,5,9,3
tip_middle_root_1_2_2,SVM,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.6521739130434783,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.5220779220779221,27,8,8,3
tip_middle_root_1_2_2,SVM,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.6,0.23076923076923078,0.2727272727272727,0.25,0.4893048128342246,24,10,8,3
tip_middle_root_1_2_2,SVM,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.3902439024390244,0.25,0.46153846153846156,0.32432432432432434,0.40934065934065933,10,18,7,6
tip_middle_root_1_2_2,SVM,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.7209302325581395,0.2,0.3333333333333333,0.25,0.5585585585585585,29,8,4,2
tip_middle_root_1_2_2,SVM,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.7727272727272727,0.2,0.5,0.2857142857142857,0.65,32,8,2,2
tip_middle_root_1_2_2,SVM,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.7631578947368421,0.2,0.6666666666666666,0.3076923076923077,0.719047619047619,27,8,1,2
tip_middle_root_1_2_2,SVM,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.7297297297297297,0.2,0.5,0.2857142857142857,0.6287878787878788,25,8,2,2
tip_middle_root_1_2_2,SVM,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9423076923076923,0.0,0.0,0.0,0.4803921568627451,49,2,1,0
tip_middle_root_1_2_2,Random Forest,淡紅,舌尖,40,40,14,26,0.35,True,0.75,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7252747252747254,21,5,5,9
tip_middle_root_1_2_2,Random Forest,淡紅,舌中,36,36,13,23,0.3611111111111111,True,0.6666666666666666,0.5263157894736842,0.7692307692307693,0.625,0.6889632107023411,14,9,3,10
tip_middle_root_1_2_2,Random Forest,淡紅,舌左邊,46,46,16,30,0.34782608695652173,True,0.6739130434782609,0.5384615384615384,0.4375,0.4827586206896552,0.61875,24,6,9,7
tip_middle_root_1_2_2,Random Forest,淡紅,舌右邊,44,44,15,29,0.3409090909090909,True,0.75,0.625,0.6666666666666666,0.6451612903225806,0.7298850574712643,23,6,5,10
tip_middle_root_1_2_2,Random Forest,淡紅,舌根,38,38,12,26,0.3157894736842105,True,0.6842105263157895,0.5,0.5833333333333334,0.5384615384615384,0.657051282051282,19,7,5,7
tip_middle_root_1_2_2,Random Forest,淡白,舌尖,49,49,0,49,0.0,False,1.0,0.0,0.0,0.0,,49,0,0,0
tip_middle_root_1_2_2,Random Forest,淡白,舌中,50,50,1,49,0.02,True,0.98,0.0,0.0,0.0,0.5,49,0,1,0
tip_middle_root_1_2_2,Random Forest,淡白,舌左邊,49,49,2,47,0.04081632653061224,True,0.9591836734693877,0.0,0.0,0.0,0.5,47,0,2,0
tip_middle_root_1_2_2,Random Forest,淡白,舌右邊,48,48,1,47,0.020833333333333332,True,0.9791666666666666,0.0,0.0,0.0,0.5,47,0,1,0
tip_middle_root_1_2_2,Random Forest,淡白,舌根,50,50,1,49,0.02,True,0.96,0.0,0.0,0.0,0.4897959183673469,48,1,1,0
tip_middle_root_1_2_2,Random Forest,鮮紅,舌尖,42,42,14,28,0.3333333333333333,True,0.7619047619047619,0.625,0.7142857142857143,0.6666666666666666,0.75,22,6,4,10
tip_middle_root_1_2_2,Random Forest,鮮紅,舌中,40,40,7,33,0.175,True,0.925,1.0,0.5714285714285714,0.7272727272727273,0.7857142857142857,33,0,3,4
tip_middle_root_1_2_2,Random Forest,鮮紅,舌左邊,45,45,15,30,0.3333333333333333,True,0.7555555555555555,0.625,0.6666666666666666,0.6451612903225806,0.7333333333333334,24,6,5,10
tip_middle_root_1_2_2,Random Forest,鮮紅,舌右邊,45,45,15,30,0.3333333333333333,True,0.8,0.6666666666666666,0.8,0.7272727272727273,0.8,24,6,3,12
tip_middle_root_1_2_2,Random Forest,鮮紅,舌根,37,37,4,33,0.10810810810810811,True,0.8918918918918919,0.5,0.5,0.5,0.7196969696969697,31,2,2,2
tip_middle_root_1_2_2,Random Forest,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.7674418604651163,0.0,0.0,0.0,0.4342105263157895,33,5,5,0
tip_middle_root_1_2_2,Random Forest,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.6739130434782609,0.2857142857142857,0.16666666666666666,0.21052631578947367,0.5098039215686274,29,5,10,2
tip_middle_root_1_2_2,Random Forest,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.6739130434782609,0.25,0.18181818181818182,0.21052631578947367,0.5051948051948052,29,6,9,2
tip_middle_root_1_2_2,Random Forest,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.6444444444444445,0.2222222222222222,0.18181818181818182,0.2,0.4879679144385026,27,7,9,2
tip_middle_root_1_2_2,Random Forest,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.4878048780487805,0.16666666666666666,0.15384615384615385,0.16,0.3983516483516484,18,10,11,2
tip_middle_root_1_2_2,Random Forest,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.8372093023255814,0.4,0.3333333333333333,0.36363636363636365,0.6261261261261262,34,3,4,2
tip_middle_root_1_2_2,Random Forest,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.8863636363636364,0.3333333333333333,0.25,0.2857142857142857,0.6,38,2,3,1
tip_middle_root_1_2_2,Random Forest,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.868421052631579,0.0,0.0,0.0,0.4714285714285714,33,2,3,0
tip_middle_root_1_2_2,Random Forest,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.8648648648648649,0.0,0.0,0.0,0.48484848484848486,32,1,4,0
tip_middle_root_1_2_2,Random Forest,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9807692307692307,0.0,0.0,0.0,0.5,51,0,1,0
tip_middle_root_1_2_2,CNN,淡紅,舌尖,40,40,14,26,0.35,True,0.7,0.75,0.21428571428571427,0.3333333333333333,0.5879120879120879,25,1,11,3
tip_middle_root_1_2_2,CNN,淡紅,舌中,36,36,13,23,0.3611111111111111,True,0.5,0.3333333333333333,0.38461538461538464,0.35714285714285715,0.47491638795986624,13,10,8,5
tip_middle_root_1_2_2,CNN,淡紅,舌左邊,46,46,16,30,0.34782608695652173,True,0.6086956521739131,0.3333333333333333,0.125,0.18181818181818182,0.49583333333333335,26,4,14,2
tip_middle_root_1_2_2,CNN,淡紅,舌右邊,44,44,15,29,0.3409090909090909,True,0.5909090909090909,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.4804597701149425,24,5,13,2
tip_middle_root_1_2_2,CNN,淡紅,舌根,38,38,12,26,0.3157894736842105,True,0.631578947368421,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.5737179487179487,19,7,7,5
tip_middle_root_1_2_2,CNN,淡白,舌尖,49,49,0,49,0.0,False,1.0,0.0,0.0,0.0,,49,0,0,0
tip_middle_root_1_2_2,CNN,淡白,舌中,50,50,1,49,0.02,True,0.52,0.0,0.0,0.0,0.2653061224489796,26,23,1,0
tip_middle_root_1_2_2,CNN,淡白,舌左邊,49,49,2,47,0.04081632653061224,True,0.8979591836734694,0.0,0.0,0.0,0.46808510638297873,44,3,2,0
tip_middle_root_1_2_2,CNN,淡白,舌右邊,48,48,1,47,0.020833333333333332,True,0.8541666666666666,0.0,0.0,0.0,0.43617021276595747,41,6,1,0
tip_middle_root_1_2_2,CNN,淡白,舌根,50,50,1,49,0.02,True,0.56,0.0,0.0,0.0,0.2857142857142857,28,21,1,0
tip_middle_root_1_2_2,CNN,鮮紅,舌尖,42,42,14,28,0.3333333333333333,True,0.42857142857142855,0.3684210526315789,1.0,0.5384615384615384,0.5714285714285714,4,24,0,14
tip_middle_root_1_2_2,CNN,鮮紅,舌中,40,40,7,33,0.175,True,0.5,0.19047619047619047,0.5714285714285714,0.2857142857142857,0.5281385281385281,16,17,3,4
tip_middle_root_1_2_2,CNN,鮮紅,舌左邊,45,45,15,30,0.3333333333333333,True,0.4,0.34210526315789475,0.8666666666666667,0.49056603773584906,0.5166666666666667,5,25,2,13
tip_middle_root_1_2_2,CNN,鮮紅,舌右邊,45,45,15,30,0.3333333333333333,True,0.4222222222222222,0.358974358974359,0.9333333333333333,0.5185185185185185,0.55,5,25,1,14
tip_middle_root_1_2_2,CNN,鮮紅,舌根,37,37,4,33,0.10810810810810811,True,0.7297297297297297,0.25,0.75,0.375,0.7386363636363636,24,9,1,3
tip_middle_root_1_2_2,CNN,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.7209302325581395,0.1111111111111111,0.2,0.14285714285714285,0.49473684210526314,30,8,4,1
tip_middle_root_1_2_2,CNN,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.34782608695652173,0.21875,0.5833333333333334,0.3181818181818182,0.4240196078431373,9,25,5,7
tip_middle_root_1_2_2,CNN,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.41304347826086957,0.21428571428571427,0.5454545454545454,0.3076923076923077,0.4584415584415584,13,22,5,6
tip_middle_root_1_2_2,CNN,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.4444444444444444,0.25,0.6363636363636364,0.358974358974359,0.5093582887700534,13,21,4,7
tip_middle_root_1_2_2,CNN,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.5365853658536586,0.3125,0.38461538461538464,0.3448275862068966,0.4958791208791209,17,11,8,5
tip_middle_root_1_2_2,CNN,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.8372093023255814,0.0,0.0,0.0,0.4864864864864865,36,1,6,0
tip_middle_root_1_2_2,CNN,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.6136363636363636,0.15789473684210525,0.75,0.2608695652173913,0.675,24,16,1,3
tip_middle_root_1_2_2,CNN,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.5,0.05555555555555555,0.3333333333333333,0.09523809523809523,0.42380952380952375,18,17,2,1
tip_middle_root_1_2_2,CNN,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.4594594594594595,0.05555555555555555,0.25,0.09090909090909091,0.36742424242424243,16,17,3,1
tip_middle_root_1_2_2,CNN,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9615384615384616,0.0,0.0,0.0,0.49019607843137253,50,1,1,0
tip_middle_root_1_3_1,SVM,淡紅,舌尖,40,40,14,26,0.35,True,0.725,0.5789473684210527,0.7857142857142857,0.6666666666666666,0.739010989010989,18,8,3,11
tip_middle_root_1_3_1,SVM,淡紅,舌中,36,36,13,23,0.3611111111111111,True,0.6944444444444444,0.5454545454545454,0.9230769230769231,0.6857142857142857,0.7441471571906355,13,10,1,12
tip_middle_root_1_3_1,SVM,淡紅,舌左邊,46,46,16,30,0.34782608695652173,True,0.6086956521739131,0.4583333333333333,0.6875,0.55,0.6270833333333333,17,13,5,11
tip_middle_root_1_3_1,SVM,淡紅,舌右邊,44,44,15,29,0.3409090909090909,True,0.6590909090909091,0.5,0.6,0.5454545454545454,0.6448275862068966,20,9,6,9
tip_middle_root_1_3_1,SVM,淡紅,舌根,38,38,12,26,0.3157894736842105,True,0.6578947368421053,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.5705128205128205,21,5,8,4
tip_middle_root_1_3_1,SVM,淡白,舌尖,49,49,0,49,0.0,False,0.8163265306122449,0.0,0.0,0.0,,40,9,0,0
tip_middle_root_1_3_1,SVM,淡白,舌中,50,50,1,49,0.02,True,0.72,0.0,0.0,0.0,0.3673469387755102,36,13,1,0
tip_middle_root_1_3_1,SVM,淡白,舌左邊,49,49,2,47,0.04081632653061224,True,0.7755102040816326,0.0,0.0,0.0,0.40425531914893614,38,9,2,0
tip_middle_root_1_3_1,SVM,淡白,舌右邊,48,48,1,47,0.020833333333333332,True,0.8333333333333334,0.0,0.0,0.0,0.425531914893617,40,7,1,0
tip_middle_root_1_3_1,SVM,淡白,舌根,50,50,1,49,0.02,True,0.96,0.0,0.0,0.0,0.4897959183673469,48,1,1,0
tip_middle_root_1_3_1,SVM,鮮紅,舌尖,42,42,14,28,0.3333333333333333,True,0.7619047619047619,0.5909090909090909,0.9285714285714286,0.7222222222222222,0.8035714285714286,19,9,1,13
tip_middle_root_1_3_1,SVM,鮮紅,舌中,40,40,7,33,0.175,True,0.9,1.0,0.42857142857142855,0.6,0.7142857142857143,33,0,4,3
tip_middle_root_1_3_1,SVM,鮮紅,舌左邊,45,45,15,30,0.3333333333333333,True,0.7777777777777778,0.6470588235294118,0.7333333333333333,0.6875,0.7666666666666666,24,6,4,11
tip_middle_root_1_3_1,SVM,鮮紅,舌右邊,45,45,15,30,0.3333333333333333,True,0.8222222222222222,0.6842105263157895,0.8666666666666667,0.7647058823529411,0.8333333333333334,24,6,2,13
tip_middle_root_1_3_1,SVM,鮮紅,舌根,37,37,4,33,0.10810810810810811,True,0.8378378378378378,0.0,0.0,0.0,0.4696969696969697,31,2,4,0
tip_middle_root_1_3_1,SVM,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.7441860465116279,0.2,0.4,0.26666666666666666,0.5947368421052632,30,8,3,2
tip_middle_root_1_3_1,SVM,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.6739130434782609,0.3333333333333333,0.25,0.2857142857142857,0.5367647058823529,28,6,9,3
tip_middle_root_1_3_1,SVM,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.717391304347826,0.375,0.2727272727272727,0.3157894736842105,0.5649350649350648,30,5,8,3
tip_middle_root_1_3_1,SVM,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.6222222222222222,0.25,0.2727272727272727,0.2608695652173913,0.5040106951871658,25,9,8,3
tip_middle_root_1_3_1,SVM,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.43902439024390244,0.3076923076923077,0.6153846153846154,0.41025641025641024,0.4862637362637363,10,18,5,8
tip_middle_root_1_3_1,SVM,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.7209302325581395,0.25,0.5,0.3333333333333333,0.6283783783783784,28,9,3,3
tip_middle_root_1_3_1,SVM,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.7954545454545454,0.2222222222222222,0.5,0.3076923076923077,0.6625,33,7,2,2
tip_middle_root_1_3_1,SVM,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.6842105263157895,0.09090909090909091,0.3333333333333333,0.14285714285714285,0.5238095238095238,25,10,2,1
tip_middle_root_1_3_1,SVM,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.7297297297297297,0.2,0.5,0.2857142857142857,0.6287878787878788,25,8,2,2
tip_middle_root_1_3_1,SVM,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9423076923076923,0.0,0.0,0.0,0.4803921568627451,49,2,1,0
tip_middle_root_1_3_1,Random Forest,淡紅,舌尖,40,40,14,26,0.35,True,0.725,0.6363636363636364,0.5,0.56,0.6730769230769231,22,4,7,7
tip_middle_root_1_3_1,Random Forest,淡紅,舌中,36,36,13,23,0.3611111111111111,True,0.75,0.625,0.7692307692307693,0.6896551724137931,0.754180602006689,17,6,3,10
tip_middle_root_1_3_1,Random Forest,淡紅,舌左邊,46,46,16,30,0.34782608695652173,True,0.6739130434782609,0.5294117647058824,0.5625,0.5454545454545454,0.6479166666666667,22,8,7,9
tip_middle_root_1_3_1,Random Forest,淡紅,舌右邊,44,44,15,29,0.3409090909090909,True,0.7045454545454546,0.5714285714285714,0.5333333333333333,0.5517241379310345,0.6632183908045977,23,6,7,8
tip_middle_root_1_3_1,Random Forest,淡紅,舌根,38,38,12,26,0.3157894736842105,True,0.6842105263157895,0.5,0.25,0.3333333333333333,0.5673076923076923,23,3,9,3
tip_middle_root_1_3_1,Random Forest,淡白,舌尖,49,49,0,49,0.0,False,1.0,0.0,0.0,0.0,,49,0,0,0
tip_middle_root_1_3_1,Random Forest,淡白,舌中,50,50,1,49,0.02,True,0.96,0.0,0.0,0.0,0.4897959183673469,48,1,1,0
tip_middle_root_1_3_1,Random Forest,淡白,舌左邊,49,49,2,47,0.04081632653061224,True,0.9387755102040817,0.0,0.0,0.0,0.48936170212765956,46,1,2,0
tip_middle_root_1_3_1,Random Forest,淡白,舌右邊,48,48,1,47,0.020833333333333332,True,0.9791666666666666,0.0,0.0,0.0,0.5,47,0,1,0
tip_middle_root_1_3_1,Random Forest,淡白,舌根,50,50,1,49,0.02,True,0.98,0.0,0.0,0.0,0.5,49,0,1,0
tip_middle_root_1_3_1,Random Forest,鮮紅,舌尖,42,42,14,28,0.3333333333333333,True,0.7619047619047619,0.6111111111111112,0.7857142857142857,0.6875,0.7678571428571428,21,7,3,11
tip_middle_root_1_3_1,Random Forest,鮮紅,舌中,40,40,7,33,0.175,True,0.875,1.0,0.2857142857142857,0.4444444444444444,0.6428571428571428,33,0,5,2
tip_middle_root_1_3_1,Random Forest,鮮紅,舌左邊,45,45,15,30,0.3333333333333333,True,0.8,0.6875,0.7333333333333333,0.7096774193548387,0.7833333333333333,25,5,4,11
tip_middle_root_1_3_1,Random Forest,鮮紅,舌右邊,45,45,15,30,0.3333333333333333,True,0.8444444444444444,0.7222222222222222,0.8666666666666667,0.7878787878787878,0.8500000000000001,25,5,2,13
tip_middle_root_1_3_1,Random Forest,鮮紅,舌根,37,37,4,33,0.10810810810810811,True,0.7837837837837838,0.0,0.0,0.0,0.4393939393939394,29,4,4,0
tip_middle_root_1_3_1,Random Forest,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.7209302325581395,0.0,0.0,0.0,0.40789473684210525,31,7,5,0
tip_middle_root_1_3_1,Random Forest,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.717391304347826,0.4444444444444444,0.3333333333333333,0.38095238095238093,0.5931372549019608,29,5,8,4
tip_middle_root_1_3_1,Random Forest,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.6521739130434783,0.2222222222222222,0.18181818181818182,0.2,0.49090909090909096,28,7,9,2
tip_middle_root_1_3_1,Random Forest,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.6,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.4585561497326204,25,9,9,2
tip_middle_root_1_3_1,Random Forest,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.6097560975609756,0.36363636363636365,0.3076923076923077,0.3333333333333333,0.5288461538461539,21,7,9,4
tip_middle_root_1_3_1,Random Forest,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.813953488372093,0.25,0.16666666666666666,0.2,0.5427927927927928,34,3,5,1
tip_middle_root_1_3_1,Random Forest,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.8863636363636364,0.3333333333333333,0.25,0.2857142857142857,0.6,38,2,3,1
tip_middle_root_1_3_1,Random Forest,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.868421052631579,0.0,0.0,0.0,0.4714285714285714,33,2,3,0
tip_middle_root_1_3_1,Random Forest,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.8378378378378378,0.0,0.0,0.0,0.4696969696969697,31,2,4,0
tip_middle_root_1_3_1,Random Forest,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9807692307692307,0.0,0.0,0.0,0.5,51,0,1,0
tip_middle_root_1_3_1,CNN,淡紅,舌尖,40,40,14,26,0.35,True,0.65,0.5,0.07142857142857142,0.125,0.5164835164835165,25,1,13,1
tip_middle_root_1_3_1,CNN,淡紅,舌中,36,36,13,23,0.3611111111111111,True,0.3888888888888889,0.23529411764705882,0.3076923076923077,0.26666666666666666,0.3712374581939799,10,13,9,4
tip_middle_root_1_3_1,CNN,淡紅,舌左邊,46,46,16,30,0.34782608695652173,True,0.6086956521739131,0.25,0.0625,0.1,0.48125,27,3,15,1
tip_middle_root_1_3_1,CNN,淡紅,舌右邊,44,44,15,29,0.3409090909090909,True,0.6590909090909091,0.5,0.13333333333333333,0.21052631578947367,0.532183908045977,27,2,13,2
tip_middle_root_1_3_1,CNN,淡紅,舌根,38,38,12,26,0.3157894736842105,True,0.5526315789473685,0.3333333333333333,0.4166666666666667,0.37037037037037035,0.5160256410256411,16,10,7,5
tip_middle_root_1_3_1,CNN,淡白,舌尖,49,49,0,49,0.0,False,0.9795918367346939,0.0,0.0,0.0,,48,1,0,0
tip_middle_root_1_3_1,CNN,淡白,舌中,50,50,1,49,0.02,True,0.2,0.024390243902439025,1.0,0.047619047619047616,0.5918367346938775,9,40,0,1
tip_middle_root_1_3_1,CNN,淡白,舌左邊,49,49,2,47,0.04081632653061224,True,0.4897959183673469,0.0,0.0,0.0,0.2553191489361702,24,23,2,0
tip_middle_root_1_3_1,CNN,淡白,舌右邊,48,48,1,47,0.020833333333333332,True,0.5,0.0,0.0,0.0,0.2553191489361702,24,23,1,0
tip_middle_root_1_3_1,CNN,淡白,舌根,50,50,1,49,0.02,True,0.38,0.0,0.0,0.0,0.19387755102040816,19,30,1,0
tip_middle_root_1_3_1,CNN,鮮紅,舌尖,42,42,14,28,0.3333333333333333,True,0.40476190476190477,0.34285714285714286,0.8571428571428571,0.4897959183673469,0.5178571428571428,5,23,2,12
tip_middle_root_1_3_1,CNN,鮮紅,舌中,40,40,7,33,0.175,True,0.675,0.3125,0.7142857142857143,0.43478260869565216,0.6904761904761905,22,11,2,5
tip_middle_root_1_3_1,CNN,鮮紅,舌左邊,45,45,15,30,0.3333333333333333,True,0.5111111111111111,0.4,0.9333333333333333,0.56,0.6166666666666667,9,21,1,14
tip_middle_root_1_3_1,CNN,鮮紅,舌右邊,45,45,15,30,0.3333333333333333,True,0.4666666666666667,0.37142857142857144,0.8666666666666667,0.52,0.5666666666666667,8,22,2,13
tip_middle_root_1_3_1,CNN,鮮紅,舌根,37,37,4,33,0.10810810810810811,True,0.7837837837837838,0.25,0.5,0.3333333333333333,0.6590909090909092,27,6,2,2
tip_middle_root_1_3_1,CNN,暗紅,舌尖,43,43,5,38,0.11627906976744186,True,0.5581395348837209,0.0625,0.2,0.09523809523809523,0.40263157894736845,23,15,4,1
tip_middle_root_1_3_1,CNN,暗紅,舌中,46,46,12,34,0.2608695652173913,True,0.391304347826087,0.2647058823529412,0.75,0.391304347826087,0.5073529411764706,9,25,3,9
tip_middle_root_1_3_1,CNN,暗紅,舌左邊,46,46,11,35,0.2391304347826087,True,0.5,0.2857142857142857,0.7272727272727273,0.41025641025641024,0.577922077922078,15,20,3,8
tip_middle_root_1_3_1,CNN,暗紅,舌右邊,45,45,11,34,0.24444444444444444,True,0.4666666666666667,0.2903225806451613,0.8181818181818182,0.42857142857142855,0.5855614973262032,12,22,2,9
tip_middle_root_1_3_1,CNN,暗紅,舌根,41,41,13,28,0.3170731707317073,True,0.6341463414634146,0.4166666666666667,0.38461538461538464,0.4,0.5673076923076923,21,7,8,5
tip_middle_root_1_3_1,CNN,青紫,舌尖,43,43,6,37,0.13953488372093023,True,0.7441860465116279,0.0,0.0,0.0,0.43243243243243246,32,5,6,0
tip_middle_root_1_3_1,CNN,青紫,舌中,44,44,4,40,0.09090909090909091,True,0.5227272727272727,0.13043478260869565,0.75,0.2222222222222222,0.625,20,20,1,3
tip_middle_root_1_3_1,CNN,青紫,舌左邊,38,38,3,35,0.07894736842105263,True,0.7105263157894737,0.0,0.0,0.0,0.38571428571428573,27,8,3,0
tip_middle_root_1_3_1,CNN,青紫,舌右邊,37,37,4,33,0.10810810810810811,True,0.7027027027027027,0.1111111111111111,0.25,0.15384615384615385,0.5037878787878788,25,8,3,1
tip_middle_root_1_3_1,CNN,青紫,舌根,52,52,1,51,0.019230769230769232,True,0.9807692307692307,0.0,0.0,0.0,0.5,51,0,1,0
